항목ID,항목코드,항목코드명,,,
J_05_18_012#5,12, 주변 사람의 추천,,,
J_05_18_012#5,98, 기타,,,
J_05_18_012#5,99, 없음,,,
J_05_18_012#6,1, 지상파채널 TV광고,,,
J_05_18_012#6,2, 케이블/종편채널 TV광고,,,
J_05_18_012#6,3, TV VOD 광고,,,
J_05_18_012#6,4, 라디오 광고,,,
J_05_18_012#6,5, 신문 광고,,,
J_05_18_012#6,6, 잡지 광고,,,
J_05_18_012#6,7, 인터넷/모바일 광고,,,
J_05_18_012#6,8, 옥외/대중교통 광고,,,
J_05_18_012#6,9, 매장 내 광고/진열/점원,,,
J_05_18_012#6,10, 관련 기사 및 뉴스,,,
J_05_18_012#6,11, 인터넷 후기/리뷰,,,
J_05_18_012#6,12, 주변 사람의 추천,,,
J_05_18_012#6,98, 기타,,,
J_05_18_012#6,99, 없음,,,
J_05_18_012#7,1, 지상파채널 TV광고,,,
J_05_18_012#7,2, 케이블/종편채널 TV광고,,,
J_05_18_012#7,3, TV VOD 광고,,,
J_05_18_012#7,4, 라디오 광고,,,
J_05_18_012#7,5, 신문 광고,,,
J_05_18_012#7,6, 잡지 광고,,,
J_05_18_012#7,7, 인터넷/모바일 광고,,,
J_05_18_012#7,8, 옥외/대중교통 광고,,,
J_05_18_012#7,9, 매장 내 광고/진열/점원,,,
J_05_18_012#7,10, 관련 기사 및 뉴스,,,
J_05_18_012#7,11, 인터넷 후기/리뷰,,,
J_05_18_012#7,12, 주변 사람의 추천,,,
J_05_18_012#7,98, 기타,,,
J_05_18_012#7,99, 없음,,,
J_05_18_012#8,1, 지상파채널 TV광고,,,
J_05_18_012#8,2, 케이블/종편채널 TV광고,,,
J_05_18_012#8,3, TV VOD 광고,,,
J_05_18_012#8,4, 라디오 광고,,,
J_05_18_012#8,5, 신문 광고,,,
J_05_18_012#8,6, 잡지 광고,,,
J_05_18_012#8,7, 인터넷/모바일 광고,,,
J_05_18_012#8,8, 옥외/대중교통 광고,,,
J_05_18_012#8,9, 매장 내 광고/진열/점원,,,
J_05_18_012#8,10, 관련 기사 및 뉴스,,,
J_05_18_012#8,11, 인터넷 후기/리뷰,,,
J_05_18_012#8,12, 주변 사람의 추천,,,
J_05_18_012#8,98, 기타,,,
J_05_18_012#8,99, 없음,,,
J_05_18_012#9,1, 지상파채널 TV광고,,,
J_05_18_012#9,2, 케이블/종편채널 TV광고,,,
J_05_18_012#9,3, TV VOD 광고,,,
J_05_18_012#9,4, 라디오 광고,,,
J_05_18_012#9,5, 신문 광고,,,
J_05_18_012#9,6, 잡지 광고,,,
J_05_18_012#9,7, 인터넷/모바일 광고,,,
J_05_18_012#9,8, 옥외/대중교통 광고,,,
J_05_18_012#9,9, 매장 내 광고/진열/점원,,,
J_05_18_012#9,10, 관련 기사 및 뉴스,,,
J_05_18_012#9,11, 인터넷 후기/리뷰,,,
J_05_18_012#9,12, 주변 사람의 추천,,,
J_05_18_012#9,98, 기타,,,
J_05_18_012#9,99, 없음,,,
J_05_18_012#10,1, 지상파채널 TV광고,,,
J_05_18_012#10,2, 케이블/종편채널 TV광고,,,
J_05_18_012#10,3, TV VOD 광고,,,
J_05_18_012#10,4, 라디오 광고,,,
J_05_18_012#10,5, 신문 광고,,,
J_05_18_012#10,6, 잡지 광고,,,
J_05_18_012#10,7, 인터넷/모바일 광고,,,
J_05_18_012#10,8, 옥외/대중교통 광고,,,
J_05_18_012#10,9, 매장 내 광고/진열/점원,,,
J_05_18_012#10,10, 관련 기사 및 뉴스,,,
J_05_18_012#10,11, 인터넷 후기/리뷰,,,
J_05_18_012#10,12, 주변 사람의 추천,,,
J_05_18_012#10,98, 기타,,,
J_05_18_012#10,99, 없음,,,
J_05_18_012#11,1, 지상파채널 TV광고,,,
J_05_18_012#11,2, 케이블/종편채널 TV광고,,,
J_05_18_012#11,3, TV VOD 광고,,,
J_05_18_012#11,4, 라디오 광고,,,
J_05_18_012#11,5, 신문 광고,,,
J_05_18_012#11,6, 잡지 광고,,,
J_05_18_012#11,7, 인터넷/모바일 광고,,,
J_05_18_012#11,8, 옥외/대중교통 광고,,,
J_05_18_012#11,9, 매장 내 광고/진열/점원,,,
J_05_18_012#11,10, 관련 기사 및 뉴스,,,
J_05_18_012#11,11, 인터넷 후기/리뷰,,,
J_05_18_012#11,12, 주변 사람의 추천,,,
J_05_18_012#11,98, 기타,,,
J_05_18_012#11,99, 없음,,,
J_05_18_012#12,1, 지상파채널 TV광고,,,
J_05_18_012#12,2, 케이블/종편채널 TV광고,,,
J_05_18_012#12,3, TV VOD 광고,,,
J_05_18_012#12,4, 라디오 광고,,,
J_05_18_012#12,5, 신문 광고,,,
J_05_18_012#12,6, 잡지 광고,,,
J_05_18_012#12,7, 인터넷/모바일 광고,,,
J_05_18_012#12,8, 옥외/대중교통 광고,,,
J_05_18_012#12,9, 매장 내 광고/진열/점원,,,
J_05_18_012#12,10, 관련 기사 및 뉴스,,,
J_05_18_012#12,11, 인터넷 후기/리뷰,,,
J_05_18_012#12,12, 주변 사람의 추천,,,
J_05_18_012#12,98, 기타,,,
J_05_18_012#12,99, 없음,,,
J_05_18_012#13,1, 지상파채널 TV광고,,,
J_05_18_012#13,2, 케이블/종편채널 TV광고,,,
J_05_18_012#13,3, TV VOD 광고,,,
J_05_18_012#13,4, 라디오 광고,,,
J_05_18_012#13,5, 신문 광고,,,
J_05_18_012#13,6, 잡지 광고,,,
J_05_18_012#13,7, 인터넷/모바일 광고,,,
J_05_18_012#13,8, 옥외/대중교통 광고,,,
J_05_18_012#13,9, 매장 내 광고/진열/점원,,,
J_05_18_012#13,10, 관련 기사 및 뉴스,,,
J_05_18_012#13,11, 인터넷 후기/리뷰,,,
J_05_18_012#13,12, 주변 사람의 추천,,,
J_05_18_012#13,98, 기타,,,
J_05_18_012#13,99, 없음,,,
J_05_18_014#1,1,지상파채널 TV광고,,,
J_05_18_014#1,2,케이블/종편채널 TV광고,,,
J_05_18_014#1,3,TV VOD 광고,,,
J_05_18_014#1,4,라디오 광고,,,
J_05_18_014#1,5,신문 광고,,,
J_05_18_014#1,6,잡지 광고,,,
J_05_18_014#1,7,인터넷/모바일 광고,,,
J_05_18_014#1,8,옥외/대중교통 광고,,,
J_05_18_014#1,9,매장 내 광고/진열/점원,,,
J_05_18_014#1,10,관련 기사 및 뉴스,,,
J_05_18_014#1,11,인터넷 후기/리뷰,,,
J_05_18_014#1,12,주변 사람의 추천,,,
J_05_18_014#1,98,기타,,,
J_05_18_014#1,99,없음,,,
J_05_18_014#2,1,지상파채널 TV광고,,,
J_05_18_014#2,2,케이블/종편채널 TV광고,,,
J_05_18_014#2,3,TV VOD 광고,,,
J_05_18_014#2,4,라디오 광고,,,
J_05_18_014#2,5,신문 광고,,,
J_05_18_014#2,6,잡지 광고,,,
J_05_18_014#2,7,인터넷/모바일 광고,,,
J_05_18_014#2,8,옥외/대중교통 광고,,,
J_05_18_014#2,9,매장 내 광고/진열/점원,,,
J_05_18_014#2,10,관련 기사 및 뉴스,,,
J_05_18_014#2,11,인터넷 후기/리뷰,,,
J_05_18_014#2,12,주변 사람의 추천,,,
J_05_18_014#2,98,기타,,,
J_05_18_014#2,99,없음,,,
J_05_18_014#3,1,지상파채널 TV광고,,,
J_05_18_014#3,2,케이블/종편채널 TV광고,,,
J_05_18_014#3,3,TV VOD 광고,,,
J_05_18_014#3,4,라디오 광고,,,
J_05_18_014#3,5,신문 광고,,,
J_05_18_014#3,6,잡지 광고,,,
J_05_18_014#3,7,인터넷/모바일 광고,,,
J_05_18_014#3,8,옥외/대중교통 광고,,,
J_05_18_014#3,9,매장 내 광고/진열/점원,,,
J_05_18_014#3,10,관련 기사 및 뉴스,,,
J_05_18_014#3,11,인터넷 후기/리뷰,,,
J_05_18_014#3,12,주변 사람의 추천,,,
J_05_18_014#3,98,기타,,,
J_05_18_014#3,99,없음,,,
J_05_18_014#4,1,지상파채널 TV광고,,,
J_05_18_014#4,2,케이블/종편채널 TV광고,,,
J_05_18_014#4,3,TV VOD 광고,,,
J_05_18_014#4,4,라디오 광고,,,
J_05_18_014#4,5,신문 광고,,,
J_05_18_014#4,6,잡지 광고,,,
J_05_18_014#4,7,인터넷/모바일 광고,,,
J_05_18_014#4,8,옥외/대중교통 광고,,,
J_05_18_014#4,9,매장 내 광고/진열/점원,,,
J_05_18_014#4,10,관련 기사 및 뉴스,,,
J_05_18_014#4,11,인터넷 후기/리뷰,,,
J_05_18_014#4,12,주변 사람의 추천,,,
J_05_18_014#4,98,기타,,,
J_05_18_014#4,99,없음,,,
J_05_18_014#5,1,지상파채널 TV광고,,,
J_05_18_014#5,2,케이블/종편채널 TV광고,,,
J_05_18_014#5,3,TV VOD 광고,,,
J_05_18_014#5,4,라디오 광고,,,
J_05_18_014#5,5,신문 광고,,,
J_05_18_014#5,6,잡지 광고,,,
J_05_18_014#5,7,인터넷/모바일 광고,,,
J_05_18_014#5,8,옥외/대중교통 광고,,,
J_05_18_014#5,9,매장 내 광고/진열/점원,,,
J_05_18_014#5,10,관련 기사 및 뉴스,,,
J_05_18_014#5,11,인터넷 후기/리뷰,,,
J_05_18_014#5,12,주변 사람의 추천,,,
J_05_18_014#5,98,기타,,,
J_05_18_014#5,99,없음,,,
J_05_18_014#6,1,지상파채널 TV광고,,,
J_05_18_014#6,2,케이블/종편채널 TV광고,,,
J_05_18_014#6,3,TV VOD 광고,,,
J_05_18_014#6,4,라디오 광고,,,
J_05_18_014#6,5,신문 광고,,,
J_05_18_014#6,6,잡지 광고,,,
J_05_18_014#6,7,인터넷/모바일 광고,,,
J_05_18_014#6,8,옥외/대중교통 광고,,,
J_05_18_014#6,9,매장 내 광고/진열/점원,,,
J_05_18_014#6,10,관련 기사 및 뉴스,,,
J_05_18_014#6,11,인터넷 후기/리뷰,,,
J_05_18_014#6,12,주변 사람의 추천,,,
J_05_18_014#6,98,기타,,,
J_05_18_014#6,99,없음,,,
J_05_18_014#7,1,지상파채널 TV광고,,,
J_05_18_014#7,2,케이블/종편채널 TV광고,,,
J_05_18_014#7,3,TV VOD 광고,,,
J_05_18_014#7,4,라디오 광고,,,
J_05_18_014#7,5,신문 광고,,,
J_05_18_014#7,6,잡지 광고,,,
J_05_18_014#7,7,인터넷/모바일 광고,,,
J_05_18_014#7,8,옥외/대중교통 광고,,,
J_05_18_014#7,9,매장 내 광고/진열/점원,,,
J_05_18_014#7,10,관련 기사 및 뉴스,,,
J_05_18_014#7,11,인터넷 후기/리뷰,,,
J_05_18_014#7,12,주변 사람의 추천,,,
J_05_18_014#7,98,기타,,,
J_05_18_014#7,99,없음,,,
J_05_18_014#8,1,지상파채널 TV광고,,,
J_05_18_014#8,2,케이블/종편채널 TV광고,,,
J_05_18_014#8,3,TV VOD 광고,,,
J_05_18_014#8,4,라디오 광고,,,
J_05_18_014#8,5,신문 광고,,,
J_05_18_014#8,6,잡지 광고,,,
J_05_18_014#8,7,인터넷/모바일 광고,,,
J_05_18_014#8,8,옥외/대중교통 광고,,,
J_05_18_014#8,9,매장 내 광고/진열/점원,,,
J_05_18_014#8,10,관련 기사 및 뉴스,,,
J_05_18_014#8,11,인터넷 후기/리뷰,,,
J_05_18_014#8,12,주변 사람의 추천,,,
J_05_18_014#8,98,기타,,,
J_05_18_014#8,99,없음,,,
J_05_18_014#9,1,지상파채널 TV광고,,,
J_05_18_014#9,2,케이블/종편채널 TV광고,,,
J_05_18_014#9,3,TV VOD 광고,,,
J_05_18_014#9,4,라디오 광고,,,
J_05_18_014#9,5,신문 광고,,,
J_05_18_014#9,6,잡지 광고,,,
J_05_18_014#9,7,인터넷/모바일 광고,,,
J_05_18_014#9,8,옥외/대중교통 광고,,,
J_05_18_014#9,9,매장 내 광고/진열/점원,,,
J_05_18_014#9,10,관련 기사 및 뉴스,,,
J_05_18_014#9,11,인터넷 후기/리뷰,,,
J_05_18_014#9,12,주변 사람의 추천,,,
J_05_18_014#9,98,기타,,,
J_05_18_014#9,99,없음,,,
J_05_18_014#10,1,지상파채널 TV광고,,,
J_05_18_014#10,2,케이블/종편채널 TV광고,,,
J_05_18_014#10,3,TV VOD 광고,,,
J_05_18_014#10,4,라디오 광고,,,
J_05_18_014#10,5,신문 광고,,,
J_05_18_014#10,6,잡지 광고,,,
J_05_18_014#10,7,인터넷/모바일 광고,,,
J_05_18_014#10,8,옥외/대중교통 광고,,,
J_05_18_014#10,9,매장 내 광고/진열/점원,,,
J_05_18_014#10,10,관련 기사 및 뉴스,,,
J_05_18_014#10,11,인터넷 후기/리뷰,,,
J_05_18_014#10,12,주변 사람의 추천,,,
J_05_18_014#10,98,기타,,,
J_05_18_014#10,99,없음,,,
J_05_18_014#11,1,지상파채널 TV광고,,,
J_05_18_014#11,2,케이블/종편채널 TV광고,,,
J_05_18_014#11,3,TV VOD 광고,,,
J_05_18_014#11,4,라디오 광고,,,
J_05_18_014#11,5,신문 광고,,,
J_05_18_014#11,6,잡지 광고,,,
J_05_18_014#11,7,인터넷/모바일 광고,,,
J_05_18_014#11,8,옥외/대중교통 광고,,,
J_05_18_014#11,9,매장 내 광고/진열/점원,,,
J_05_18_014#11,10,관련 기사 및 뉴스,,,
J_05_18_014#11,11,인터넷 후기/리뷰,,,
J_05_18_014#11,12,주변 사람의 추천,,,
J_05_18_014#11,98,기타,,,
J_05_18_014#11,99,없음,,,
J_05_18_014#12,1,지상파채널 TV광고,,,
J_05_18_014#12,2,케이블/종편채널 TV광고,,,
J_05_18_014#12,3,TV VOD 광고,,,
J_05_18_014#12,4,라디오 광고,,,
J_05_18_014#12,5,신문 광고,,,
J_05_18_014#12,6,잡지 광고,,,
J_05_18_014#12,7,인터넷/모바일 광고,,,
J_05_18_014#12,8,옥외/대중교통 광고,,,
J_05_18_014#12,9,매장 내 광고/진열/점원,,,
J_05_18_014#12,10,관련 기사 및 뉴스,,,
J_05_18_014#12,11,인터넷 후기/리뷰,,,
J_05_18_014#12,12,주변 사람의 추천,,,
J_05_18_014#12,98,기타,,,
J_05_18_014#12,99,없음,,,
J_05_18_014#13,1,지상파채널 TV광고,,,
J_05_18_014#13,2,케이블/종편채널 TV광고,,,
J_05_18_014#13,3,TV VOD 광고,,,
J_05_18_014#13,4,라디오 광고,,,
J_05_18_014#13,5,신문 광고,,,
J_05_18_014#13,6,잡지 광고,,,
J_05_18_014#13,7,인터넷/모바일 광고,,,
J_05_18_014#13,8,옥외/대중교통 광고,,,
J_05_18_014#13,9,매장 내 광고/진열/점원,,,
J_05_18_014#13,10,관련 기사 및 뉴스,,,
J_05_18_014#13,11,인터넷 후기/리뷰,,,
J_05_18_014#13,12,주변 사람의 추천,,,
J_05_18_014#13,98,기타,,,
J_05_18_014#13,99,없음,,,
J_06_01_002,1,예,,,
J_06_01_002,2,아니오,,,
J_06_01_003#1,1,일반 흰우유,,,
J_06_01_003#1,2,저지방 우유,,,
J_06_01_003#1,3,코칼슘 등 기능성 우유,,,
J_06_01_003#1,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#2,1,일반 흰우유,,,
J_06_01_003#2,2,저지방 우유,,,
J_06_01_003#2,3,코칼슘 등 기능성 우유,,,
J_06_01_003#2,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#3,1,일반 흰우유,,,
J_06_01_003#3,2,저지방 우유,,,
J_06_01_003#3,3,코칼슘 등 기능성 우유,,,
J_06_01_003#3,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#4,1,일반 흰우유,,,
J_06_01_003#4,2,저지방 우유,,,
J_06_01_003#4,3,코칼슘 등 기능성 우유,,,
J_06_01_003#4,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_005,1,1주일에 1회 이상,,,
J_06_01_005,2,2~3주에 1회,,,
J_06_01_005,3,한 달에 1회,,,
J_06_01_005,4,2~3달에 1회,,,
J_06_01_005,5,이보다 드물게,,,
J_06_01_005,9,무응답,,,
J_06_01_011,1, 가격,,,
J_06_01_011,2, 브랜드 이미지,,,
J_06_01_011,3, 광고,,,
J_06_01_011,4, 주위의 평판/입소문,,,
J_06_01_011,5, 회사 신뢰도,,,
J_06_01_011,6, 맛/향,,,
J_06_01_011,7, 건강/영양성분,,,
J_06_01_011,8, 유통기한/신선도,,,
J_06_01_011,9, 포장/용기 디자인 ,,,
J_06_01_011,10, 추가증정행사,,,
J_06_01_011,11," 매장(점원, 매장광고, 진열 등)",,,
J_06_01_011,12, 용량,,,
J_06_01_011,13, 구성 원재료,,,
J_06_01_011,14, 재료 원산지,,,
J_06_01_011,98, 기타,,,
J_06_01_011,99, 없음,,,
J_06_01_012,1, 가격,,,
J_06_01_012,2, 브랜드 이미지,,,
J_06_01_012,3, 광고,,,
J_06_01_012,4, 주위의 평판/입소문,,,
J_06_01_012,5, 회사 신뢰도,,,
J_06_01_012,6, 맛/향,,,
J_06_01_012,7, 건강/영양성분,,,
J_06_01_012,8, 유통기한/신선도,,,
J_06_01_012,9, 포장/용기 디자인 ,,,
J_06_01_012,10, 추가증정행사,,,
J_06_01_012,11," 매장(점원, 매장광고, 진열 등)",,,
J_06_01_012,12, 용량,,,
J_06_01_012,13, 구성 원재료,,,
J_06_01_012,14, 재료 원산지,,,
J_06_01_012,98, 기타,,,
J_06_01_012,99, 없음,,,
J_06_01_013,1,전혀 없음,,,
J_06_01_013,2,없음,,,
J_06_01_013,3,보통,,,
J_06_01_013,4,있음,,,
J_06_01_013,5,매우 있음,,,
J_06_01_014#1,1,지상파채널 TV광고,,,
J_06_01_014#1,2,케이블/종편채널 TV광고,,,
J_06_01_014#1,3,TV VOD 광고,,,
J_06_01_014#1,4,라디오 광고,,,
J_06_01_014#1,5,신문 광고,,,
J_06_01_014#1,6,잡지 광고,,,
J_06_01_014#1,7,인터넷/모바일 광고,,,
J_06_01_014#1,8,옥외/대중교통 광고,,,
J_06_01_014#1,9,매장 내 광고/진열/점원,,,
J_06_01_014#1,10,관련 기사 및 뉴스,,,
J_06_01_014#1,11,인터넷 후기/리뷰,,,
J_06_01_014#1,12,주변 사람의 추천,,,
J_06_01_014#1,98,기타,,,
J_06_01_014#1,99,없음,,,
J_06_01_014#2,1,지상파채널 TV광고,,,
J_06_01_014#2,2,케이블/종편채널 TV광고,,,
J_06_01_014#2,3,TV VOD 광고,,,
J_06_01_014#2,4,라디오 광고,,,
J_06_01_014#2,5,신문 광고,,,
J_06_01_014#2,6,잡지 광고,,,
J_06_01_014#2,7,인터넷/모바일 광고,,,
J_06_01_014#2,8,옥외/대중교통 광고,,,
J_06_01_014#2,9,매장 내 광고/진열/점원,,,
J_06_01_014#2,10,관련 기사 및 뉴스,,,
J_06_01_014#2,11,인터넷 후기/리뷰,,,
J_06_01_014#2,12,주변 사람의 추천,,,
J_06_01_014#2,98,기타,,,
J_06_01_014#2,99,없음,,,
J_06_01_014#3,1,지상파채널 TV광고,,,
J_06_01_014#3,2,케이블/종편채널 TV광고,,,
J_06_01_014#3,3,TV VOD 광고,,,
J_06_01_014#3,4,라디오 광고,,,
J_06_01_014#3,5,신문 광고,,,
J_06_01_014#3,6,잡지 광고,,,
J_06_01_014#3,7,인터넷/모바일 광고,,,
J_06_01_014#3,8,옥외/대중교통 광고,,,
J_06_01_014#3,9,매장 내 광고/진열/점원,,,
J_06_01_014#3,10,관련 기사 및 뉴스,,,
J_06_01_014#3,11,인터넷 후기/리뷰,,,
J_06_01_014#3,12,주변 사람의 추천,,,
J_06_01_014#3,98,기타,,,
J_06_01_014#3,99,없음,,,
J_06_01_014#4,1,지상파채널 TV광고,,,
J_06_01_014#4,2,케이블/종편채널 TV광고,,,
J_06_01_014#4,3,TV VOD 광고,,,
J_06_01_014#4,4,라디오 광고,,,
J_06_01_014#4,5,신문 광고,,,
J_06_01_014#4,6,잡지 광고,,,
J_06_01_014#4,7,인터넷/모바일 광고,,,
J_06_01_014#4,8,옥외/대중교통 광고,,,
J_06_01_014#4,9,매장 내 광고/진열/점원,,,
J_06_01_014#4,10,관련 기사 및 뉴스,,,
J_06_01_014#4,11,인터넷 후기/리뷰,,,
J_06_01_014#4,12,주변 사람의 추천,,,
J_06_01_014#4,98,기타,,,
J_06_01_014#4,99,없음,,,
J_06_01_014#5,1,지상파채널 TV광고,,,
J_06_01_014#5,2,케이블/종편채널 TV광고,,,
J_06_01_014#5,3,TV VOD 광고,,,
J_06_01_014#5,4,라디오 광고,,,
J_06_01_014#5,5,신문 광고,,,
J_06_01_014#5,6,잡지 광고,,,
J_06_01_014#5,7,인터넷/모바일 광고,,,
J_06_01_014#5,8,옥외/대중교통 광고,,,
J_06_01_014#5,9,매장 내 광고/진열/점원,,,
J_06_01_014#5,10,관련 기사 및 뉴스,,,
J_06_01_014#5,11,인터넷 후기/리뷰,,,
J_06_01_014#5,12,주변 사람의 추천,,,
J_06_01_014#5,98,기타,,,
J_06_01_014#5,99,없음,,,
J_06_01_014#6,1,지상파채널 TV광고,,,
J_06_01_014#6,2,케이블/종편채널 TV광고,,,
J_06_01_014#6,3,TV VOD 광고,,,
J_06_01_014#6,4,라디오 광고,,,
J_06_01_014#6,5,신문 광고,,,
J_06_01_014#6,6,잡지 광고,,,
J_06_01_014#6,7,인터넷/모바일 광고,,,
J_06_01_014#6,8,옥외/대중교통 광고,,,
J_06_01_014#6,9,매장 내 광고/진열/점원,,,
J_06_01_014#6,10,관련 기사 및 뉴스,,,
J_06_01_014#6,11,인터넷 후기/리뷰,,,
J_06_01_014#6,12,주변 사람의 추천,,,
J_06_01_014#6,98,기타,,,
J_06_01_014#6,99,없음,,,
J_06_01_014#7,1,지상파채널 TV광고,,,
J_06_01_014#7,2,케이블/종편채널 TV광고,,,
J_06_01_014#7,3,TV VOD 광고,,,
J_06_01_014#7,4,라디오 광고,,,
J_06_01_014#7,5,신문 광고,,,
J_06_01_014#7,6,잡지 광고,,,
J_06_01_014#7,7,인터넷/모바일 광고,,,
J_06_01_014#7,8,옥외/대중교통 광고,,,
J_06_01_014#7,9,매장 내 광고/진열/점원,,,
J_06_01_014#7,10,관련 기사 및 뉴스,,,
J_06_01_014#7,11,인터넷 후기/리뷰,,,
J_06_01_014#7,12,주변 사람의 추천,,,
J_06_01_014#7,98,기타,,,
J_06_01_014#7,99,없음,,,
J_06_01_014#8,1,지상파채널 TV광고,,,
J_06_01_014#8,2,케이블/종편채널 TV광고,,,
J_06_01_014#8,3,TV VOD 광고,,,
J_06_01_014#8,4,라디오 광고,,,
J_06_01_014#8,5,신문 광고,,,
J_06_01_014#8,6,잡지 광고,,,
J_06_01_014#8,7,인터넷/모바일 광고,,,
J_06_01_014#8,8,옥외/대중교통 광고,,,
J_06_01_014#8,9,매장 내 광고/진열/점원,,,
J_06_01_014#8,10,관련 기사 및 뉴스,,,
J_06_01_014#8,11,인터넷 후기/리뷰,,,
J_06_01_014#8,12,주변 사람의 추천,,,
J_06_01_014#8,98,기타,,,
J_06_01_014#8,99,없음,,,
J_06_01_014#9,1,지상파채널 TV광고,,,
J_06_01_014#9,2,케이블/종편채널 TV광고,,,
J_06_01_014#9,3,TV VOD 광고,,,
J_06_01_014#9,4,라디오 광고,,,
J_06_01_014#9,5,신문 광고,,,
J_06_01_014#9,6,잡지 광고,,,
J_06_01_014#9,7,인터넷/모바일 광고,,,
J_06_01_014#9,8,옥외/대중교통 광고,,,
J_06_01_014#9,9,매장 내 광고/진열/점원,,,
J_06_01_014#9,10,관련 기사 및 뉴스,,,
J_06_01_014#9,11,인터넷 후기/리뷰,,,
J_06_01_014#9,12,주변 사람의 추천,,,
J_06_01_014#9,98,기타,,,
J_06_01_014#9,99,없음,,,
J_06_01_014#10,1,지상파채널 TV광고,,,
J_06_01_014#10,2,케이블/종편채널 TV광고,,,
J_06_01_014#10,3,TV VOD 광고,,,
J_06_01_014#10,4,라디오 광고,,,
J_06_01_014#10,5,신문 광고,,,
J_06_01_014#10,6,잡지 광고,,,
J_06_01_014#10,7,인터넷/모바일 광고,,,
J_06_01_014#10,8,옥외/대중교통 광고,,,
J_06_01_014#10,9,매장 내 광고/진열/점원,,,
J_06_01_014#10,10,관련 기사 및 뉴스,,,
J_06_01_014#10,11,인터넷 후기/리뷰,,,
J_06_01_014#10,12,주변 사람의 추천,,,
J_06_01_014#10,98,기타,,,
J_06_01_014#10,99,없음,,,
J_06_01_014#11,1,지상파채널 TV광고,,,
J_06_01_014#11,2,케이블/종편채널 TV광고,,,
J_06_01_014#11,3,TV VOD 광고,,,
J_06_01_014#11,4,라디오 광고,,,
J_06_01_014#11,5,신문 광고,,,
J_06_01_014#11,6,잡지 광고,,,
J_06_01_014#11,7,인터넷/모바일 광고,,,
J_06_01_014#11,8,옥외/대중교통 광고,,,
J_06_01_014#11,9,매장 내 광고/진열/점원,,,
J_06_01_014#11,10,관련 기사 및 뉴스,,,
J_06_01_014#11,11,인터넷 후기/리뷰,,,
J_06_01_014#11,12,주변 사람의 추천,,,
J_06_01_014#11,98,기타,,,
J_06_01_014#11,99,없음,,,
J_06_01_014#12,1,지상파채널 TV광고,,,
J_06_01_014#12,2,케이블/종편채널 TV광고,,,
J_06_01_014#12,3,TV VOD 광고,,,
J_06_01_014#12,4,라디오 광고,,,
J_06_01_014#12,5,신문 광고,,,
J_06_01_014#12,6,잡지 광고,,,
J_06_01_014#12,7,인터넷/모바일 광고,,,
J_06_01_014#12,8,옥외/대중교통 광고,,,
J_06_01_014#12,9,매장 내 광고/진열/점원,,,
J_06_01_014#12,10,관련 기사 및 뉴스,,,
J_06_01_014#12,11,인터넷 후기/리뷰,,,
J_06_01_014#12,12,주변 사람의 추천,,,
J_06_01_014#12,98,기타,,,
J_06_01_014#12,99,없음,,,
J_06_01_014#13,1,지상파채널 TV광고,,,
J_06_01_014#13,2,케이블/종편채널 TV광고,,,
J_06_01_014#13,3,TV VOD 광고,,,
J_06_01_014#13,4,라디오 광고,,,
J_06_01_014#13,5,신문 광고,,,
J_06_01_014#13,6,잡지 광고,,,
J_06_01_014#13,7,인터넷/모바일 광고,,,
J_06_01_014#13,8,옥외/대중교통 광고,,,
J_06_01_014#13,9,매장 내 광고/진열/점원,,,
J_06_01_014#13,10,관련 기사 및 뉴스,,,
J_06_01_014#13,11,인터넷 후기/리뷰,,,
J_06_01_014#13,12,주변 사람의 추천,,,
J_06_01_014#13,98,기타,,,
J_06_01_014#13,99,없음,,,
J_06_01_016#1,1,지상파채널 TV광고,,,
J_06_01_016#1,2,케이블/종편채널 TV광고,,,
J_06_01_016#1,3,TV VOD 광고,,,
J_06_01_016#1,4,라디오 광고,,,
J_06_01_016#1,5,신문 광고,,,
J_06_01_016#1,6,잡지 광고,,,
J_06_01_016#1,7,인터넷/모바일 광고,,,
J_06_01_016#1,8,옥외/대중교통 광고,,,
J_06_01_016#1,9,매장 내 광고/진열/점원,,,
J_06_01_016#1,10,관련 기사 및 뉴스,,,
J_06_01_016#1,11,인터넷 후기/리뷰,,,
J_06_01_016#1,12,주변 사람의 추천,,,
J_06_01_016#1,98,기타,,,
J_06_01_016#1,99,없음,,,
J_06_01_016#2,1,지상파채널 TV광고,,,
J_06_01_016#2,2,케이블/종편채널 TV광고,,,
J_06_01_016#2,3,TV VOD 광고,,,
J_06_01_016#2,4,라디오 광고,,,
J_06_01_016#2,5,신문 광고,,,
J_06_01_016#2,6,잡지 광고,,,
J_06_01_016#2,7,인터넷/모바일 광고,,,
J_06_01_016#2,8,옥외/대중교통 광고,,,
J_06_01_016#2,9,매장 내 광고/진열/점원,,,
J_06_01_016#2,10,관련 기사 및 뉴스,,,
J_06_01_016#2,11,인터넷 후기/리뷰,,,
J_06_01_016#2,12,주변 사람의 추천,,,
J_06_01_016#2,98,기타,,,
J_06_01_016#2,99,없음,,,
J_06_01_016#3,1,지상파채널 TV광고,,,
